grade,link,zknives_maker,cc,zknives_country,db_standard,db_country,db_type,issues
1.3514,https://zknives.com/knives/steels/1.3514.shtml,Bohler-Uddeholm,US,США,"DIN 1.3514, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
SUJ2,https://zknives.com/knives/steels/suj2.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
2258,https://zknives.com/knives/steels/2258.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
100C6,https://zknives.com/knives/steels/100c6.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
534A99,https://zknives.com/knives/steels/534a99.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
EN31,https://zknives.com/knives/steels/en31.shtml,Bohler-Uddeholm,US,США,"EN31, Великобритания",Великобритания,government,country_mismatch;expected_proprietary_got_government
535A99,https://zknives.com/knives/steels/535a99.shtml,Bohler-Uddeholm,US,США,"AISI 535A99, США",США,government,expected_proprietary_got_government
GCr15,https://zknives.com/knives/steels/gcr15.shtml,Bohler-Uddeholm,US,США,"GB/T GCr15, Китай",Китай,government,country_mismatch;expected_proprietary_got_government
9Cr15,https://zknives.com/knives/steels/9cr15.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
GCr18,https://zknives.com/knives/steels/gcr18.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
GCr9SiMn,https://zknives.com/knives/steels/gcr9simn.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
GCrSiMn,https://zknives.com/knives/steels/gcrsimn.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
14100,https://zknives.com/knives/steels/14100.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
C.4146,https://zknives.com/knives/steels/c.4146.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
F.131,https://zknives.com/knives/steels/f.131.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
SHKH15,https://zknives.com/knives/steels/shkh15.shtml,Bohler-Uddeholm,US,США,"СНКН15, Россия",Россия,proprietary,country_mismatch;maker_mismatch
SHH15,https://zknives.com/knives/steels/shh15.shtml,Bohler-Uddeholm,US,США,"СНН15, Россия",Россия,proprietary,country_mismatch;maker_mismatch
G52986,https://zknives.com/knives/steels/g52986.shtml,Bohler-Uddeholm,US,США,"UNS G52986, США",США,government,expected_proprietary_got_government
LH15,https://zknives.com/knives/steels/lh15.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
103Cr6,https://zknives.com/knives/steels/103cr6.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
STB2,https://zknives.com/knives/steels/stb2.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
RAD,https://zknives.com/knives/steels/rad.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
R100,https://zknives.com/knives/steels/r100.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
UHB20C15,https://zknives.com/knives/steels/uhb20c15.shtml,Bohler-Uddeholm,US,США,"Bohler-Uddeholm, Швеция",Швеция,proprietary,country_mismatch
SR101,https://zknives.com/knives/steels/sr101.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
SR-101,https://zknives.com/knives/steels/sr-101.shtml,Bohler-Uddeholm,US,США,"Busse, США",США,proprietary,maker_mismatch
VIM-VAR 52100,https://zknives.com/knives/steels/vim-var_52100.shtml,Bohler-Uddeholm,US,США,"Carpenter, США",США,proprietary,maker_mismatch
B52,https://zknives.com/knives/steels/b52.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
CTS-B52,https://zknives.com/knives/steels/cts-b52.shtml,Bohler-Uddeholm,US,США,"Carpenter, США",США,proprietary,maker_mismatch
52100 VAC-ARC,https://zknives.com/knives/steels/52100_vac-arc.shtml,Bohler-Uddeholm,US,США,"Latrobe, США",США,proprietary,maker_mismatch
OCR4ES,https://zknives.com/knives/steels/ocr4es.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
803Q,https://zknives.com/knives/steels/803q.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
RW3,https://zknives.com/knives/steels/rw3.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
RTC14,https://zknives.com/knives/steels/rtc14.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
3505,https://zknives.com/knives/steels/3505.shtml,Bohler-Uddeholm,US,США,,,,missing_standard
51100,https://zknives.com/knives/steels/51100.shtml,Metal Ravne,US,США,,,,missing_standard
105Cr4,https://zknives.com/knives/steels/105cr4.shtml,Metal Ravne,US,США,"DIN 1.2067, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.3503,https://zknives.com/knives/steels/1.3503.shtml,Metal Ravne,US,США,"DIN 1.3503, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.2057,https://zknives.com/knives/steels/1.2057.shtml,Metal Ravne,US,США,"DIN 1.2057, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
SUJ1,https://zknives.com/knives/steels/suj1.shtml,Metal Ravne,US,США,,,,missing_standard
GCr9,https://zknives.com/knives/steels/gcr9.shtml,Metal Ravne,US,США,,,,missing_standard
C.4142,https://zknives.com/knives/steels/c.4142.shtml,Metal Ravne,US,США,,,,missing_standard
G51986,https://zknives.com/knives/steels/g51986.shtml,Metal Ravne,US,США,"UNS G51986, США",США,government,expected_proprietary_got_government
OCR2,https://zknives.com/knives/steels/ocr2.shtml,Metal Ravne,US,США,"Metal Ravne, Словения",Словения,proprietary,country_mismatch
X60WMoCrV6-5-4-2,https://zknives.com/knives/steels/x60wmocrv6-5-4-2.shtml,Aubert & Duval,EU,Европа,,,,missing_standard
RA5W,https://zknives.com/knives/steels/ra5w.shtml,Aubert & Duval,EU,Европа,"Aubert & Duval, Франция",Франция,proprietary,country_mismatch
74CrW1,https://zknives.com/knives/steels/74crw1.shtml,,DE,Германия,,,,missing_standard
WO410,https://zknives.com/knives/steels/wo410.shtml,,DE,Германия,,,,missing_standard
SWC,https://zknives.com/knives/steels/swc.shtml,,DE,Германия,,,,missing_standard
46Cr2,https://zknives.com/knives/steels/46cr2.shtml,,US,США,"DIN 1.7035, Германия",Германия,government,country_mismatch
GS-50CrMn4 4,https://zknives.com/knives/steels/gs-50crmn4_4.shtml,,US,США,,,,missing_standard
60MnCrTi4,https://zknives.com/knives/steels/60mncrti4.shtml,,US,США,"DIN 1.7033, Германия",Германия,government,country_mismatch
1.7006,https://zknives.com/knives/steels/1.7006.shtml,,US,США,"DIN 1.7006, Германия",Германия,government,country_mismatch
1.7145,https://zknives.com/knives/steels/1.7145.shtml,,US,США,"DIN 1.7145, Германия",Германия,government,country_mismatch
1.8404,https://zknives.com/knives/steels/1.8404.shtml,,US,США,"DIN 1.8404, Германия",Германия,government,country_mismatch
42C2,https://zknives.com/knives/steels/42c2.shtml,Metal Ravne,US,США,"AISI 42C2, США",США,government,expected_proprietary_got_government
50Cr,https://zknives.com/knives/steels/50cr.shtml,,US,США,,,,missing_standard
C.4133,https://zknives.com/knives/steels/c.4133.shtml,,US,США,,,,missing_standard
V520,https://zknives.com/knives/steels/v520.shtml,,US,США,,,,missing_standard
Thyrofort 46CrS2,https://zknives.com/knives/steels/thyrofort_46crs2.shtml,,US,США,"Thyrofort, Швеция",Швеция,proprietary,country_mismatch;expected_government_got_proprietary
60Cr3,https://zknives.com/knives/steels/60cr3.shtml,,US,США,,,,missing_standard
65MnCr4,https://zknives.com/knives/steels/65mncr4.shtml,,US,США,"DIN 1.7033, Германия",Германия,government,country_mismatch
1.7177,https://zknives.com/knives/steels/1.7177.shtml,,US,США,"DIN 1.7177, Германия",Германия,government,country_mismatch
1.2125,https://zknives.com/knives/steels/1.2125.shtml,,US,США,"DIN 1.2125, Германия",Германия,government,country_mismatch
SUP9A,https://zknives.com/knives/steels/sup9a.shtml,,US,США,,,,missing_standard
52SiCrNi5,https://zknives.com/knives/steels/52sicrni5.shtml,,US,США,,,,missing_standard
60CrMnA,https://zknives.com/knives/steels/60crmna.shtml,,US,США,,,,missing_standard
52SCB5,https://zknives.com/knives/steels/52scb5.shtml,,US,США,,,,missing_standard
5180,https://zknives.com/knives/steels/5180.shtml,,US,США,,,,missing_standard
51CrV4,https://zknives.com/knives/steels/51crv4.shtml,Ossenberg,US,США,"DIN 1.7035, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.8159,https://zknives.com/knives/steels/1.8159.shtml,,US,США,"DIN 1.8159, Германия",Германия,government,country_mismatch
SUP10,https://zknives.com/knives/steels/sup10.shtml,,US,США,,,,missing_standard
SKT2,https://zknives.com/knives/steels/skt2.shtml,,US,США,,,,missing_standard
2230,https://zknives.com/knives/steels/2230.shtml,,US,США,,,,missing_standard
51CV4,https://zknives.com/knives/steels/51cv4.shtml,,US,США,,,,missing_standard
50CV4,https://zknives.com/knives/steels/50cv4.shtml,Ossenberg,US,США,,,,missing_standard
47,https://zknives.com/knives/steels/47.shtml,,US,США,,,,missing_standard
50CrV4,https://zknives.com/knives/steels/50crv4.shtml,Ossenberg,US,США,"DIN 1.7035, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
50CrVA,https://zknives.com/knives/steels/50crva.shtml,,US,США,,,,missing_standard
15260,https://zknives.com/knives/steels/15260.shtml,,US,США,,,,missing_standard
C.4830,https://zknives.com/knives/steels/c.4830.shtml,,US,США,,,,missing_standard
F.1430,https://zknives.com/knives/steels/f.1430.shtml,,US,США,,,,missing_standard
50HFA,https://zknives.com/knives/steels/50hfa.shtml,,US,США,,,,missing_standard
50HGFA,https://zknives.com/knives/steels/50hgfa.shtml,,US,США,,,,missing_standard
50KHGF,https://zknives.com/knives/steels/50khgf.shtml,,US,США,,,,missing_standard
50ChFA,https://zknives.com/knives/steels/50chfa.shtml,,US,США,,,,missing_standard
50XFA,https://zknives.com/knives/steels/50xfa.shtml,,US,США,,,,missing_standard
50KHFA,https://zknives.com/knives/steels/50khfa.shtml,,US,США,,,,missing_standard
51VCr11A,https://zknives.com/knives/steels/51vcr11a.shtml,,US,США,,,,missing_standard
50HF,https://zknives.com/knives/steels/50hf.shtml,,US,США,,,,missing_standard
SPS10,https://zknives.com/knives/steels/sps10.shtml,,US,США,,,,missing_standard
BE8159,https://zknives.com/knives/steels/be8159.shtml,,US,США,,,,missing_standard
EN-47,https://zknives.com/knives/steels/en-47.shtml,,US,США,"EN -47, Европа",Европа,government,country_mismatch
VCV150,https://zknives.com/knives/steels/vcv150.shtml,,US,США,,,,missing_standard
F2K,https://zknives.com/knives/steels/f2k.shtml,,US,США,,,,missing_standard
Weld Mold 923,https://zknives.com/knives/steels/weld_mold_923.shtml,,US,США,"Weld Mold, США",США,proprietary,expected_government_got_proprietary
8670,https://zknives.com/knives/steels/8670.shtml,Bestar,US,США,,,,missing_standard
72NiCrMo4-2,https://zknives.com/knives/steels/72nicrmo4-2.shtml,Bestar,US,США,"DIN 1.6582, Германия",Германия,government,country_mismatch;expected_proprietary_got_government
1.2703 Mod,https://zknives.com/knives/steels/1.2703_mod.shtml,Bestar,US,США,"1.2703 Mod, Германия",Германия,proprietary,country_mismatch;maker_mismatch
SKS5,https://zknives.com/knives/steels/sks5.shtml,Bestar,US,США,,,,missing_standard
20CrNiMo,https://zknives.com/knives/steels/20crnimo.shtml,Bestar,US,США,"GB/T, Китай",Китай,government,country_mismatch;expected_proprietary_got_government
G86700,https://zknives.com/knives/steels/g86700.shtml,Bestar,US,США,"UNS G86700, США",США,government,expected_proprietary_got_government
BE86,https://zknives.com/knives/steels/be86.shtml,Bestar,US,США,"Bestar, Германия",Германия,proprietary,country_mismatch
GM5,https://zknives.com/knives/steels/gm5.shtml,Bestar,US,США,,,,missing_standard
8A,https://zknives.com/knives/steels/8a.shtml,Aichi,JP,Япония,,,,missing_standard
9Cr16MoV,https://zknives.com/knives/steels/9cr16mov.shtml,,CN,Китай,,,,missing_standard
9Cr13,https://zknives.com/knives/steels/9cr13.shtml,Ahonest Changjiang,CN,Китай,,,,missing_standard
9Cr13MoV,https://zknives.com/knives/steels/9cr13mov.shtml,Ahonest Changjiang,CN,Китай,,,,missing_standard
9Cr13MoVCo,https://zknives.com/knives/steels/9cr13movco.shtml,Ahonest Changjiang,CN,Китай,,,,missing_standard
AUS6A,https://zknives.com/knives/steels/aus6a.shtml,Aichi,JP,Япония,,,,missing_standard
6A,https://zknives.com/knives/steels/6a.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-6A,https://zknives.com/knives/steels/aus-6a.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-6,https://zknives.com/knives/steels/aus-6.shtml,Aichi,JP,Япония,,,,missing_standard
1K6,https://zknives.com/knives/steels/1k6.shtml,Aichi,JP,Япония,"Daido, Япония",Япония,proprietary,maker_mismatch
DSR1K6,https://zknives.com/knives/steels/dsr1k6.shtml,Aichi,JP,Япония,,,,missing_standard
Type 301,https://zknives.com/knives/steels/type_301.shtml,Aichi,JP,Япония,"Type 301, США",США,proprietary,country_mismatch;maker_mismatch
8Cr15MoV,https://zknives.com/knives/steels/8cr15mov.shtml,Aichi,JP,Япония,,,,missing_standard
AUS8A,https://zknives.com/knives/steels/aus8a.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-8,https://zknives.com/knives/steels/aus-8.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-8A,https://zknives.com/knives/steels/aus-8a.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-10,https://zknives.com/knives/steels/aus-10.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-10A,https://zknives.com/knives/steels/aus-10a.shtml,Aichi,JP,Япония,,,,missing_standard
10A,https://zknives.com/knives/steels/10a.shtml,Aichi,JP,Япония,,,,missing_standard
AUS10A,https://zknives.com/knives/steels/aus10a.shtml,Aichi,JP,Япония,,,,missing_standard
AUS-118,https://zknives.com/knives/steels/aus-118.shtml,Aichi,JP,Япония,,,,missing_standard
T9MoV,https://zknives.com/knives/steels/t9mov.shtml,Aichi,JP,Япония,"Bonpertuis, Франция",Франция,proprietary,country_mismatch;maker_mismatch
X65Cr13,https://zknives.com/knives/steels/x65cr13.shtml,Ahonest Changjiang,DE,Германия,"DIN X65CR13, Германия",Германия,government,expected_proprietary_got_government
1.4037,https://zknives.com/knives/steels/1.4037.shtml,Ahonest Changjiang,DE,Германия,"DIN 1.4037, Германия",Германия,government,expected_proprietary_got_government
6Cr13,https://zknives.com/knives/steels/6cr13.shtml,Ahonest Changjiang,DE,Германия,,,,missing_standard
6Cr14,https://zknives.com/knives/steels/6cr14.shtml,Ahonest Changjiang,DE,Германия,,,,missing_standard
6Cr14MoV,https://zknives.com/knives/steels/6cr14mov.shtml,Ahonest Changjiang,DE,Германия,"Ahonest Changjiang, Китай",Китай,proprietary,country_mismatch
CTS-BDZ1,https://zknives.com/knives/steels/cts-bdz1.shtml,Ahonest Changjiang,DE,Германия,"Carpenter, США",США,proprietary,country_mismatch;maker_mismatch
BDZ1,https://zknives.com/knives/steels/bdz1.shtml,Ahonest Changjiang,DE,Германия,,,,missing_standard
BDZ-1,https://zknives.com/knives/steels/bdz-1.shtml,Ahonest Changjiang,DE,Германия,,,,missing_standard
115W8,https://zknives.com/knives/steels/115w8.shtml,,DE,Германия,,,,missing_standard
Yellow 2,https://zknives.com/knives/steels/yellow_2.shtml,Hitachi,JP,Япония,"Yellow 2, Япония",Япония,proprietary,maker_mismatch
