grade,splav_c,db_c,match_c,splav_cr,db_cr,match_cr,splav_mo,db_mo,match_mo,splav_v,db_v,match_v,splav_w,db_w,match_w,splav_co,db_co,match_co,splav_ni,db_ni,match_ni,splav_mn,db_mn,match_mn,splav_si,db_si,match_si,splav_s,db_s,match_s,splav_p,db_p,match_p,splav_cu,db_cu,match_cu,splav_nb,db_nb,match_nb,splav_n,db_n,match_n,status,mismatch_fields
Св-10Х20Н15,до &nbsp; 0.12,до &nbsp; 0.12,1,19 - 22,19 - 22,1,,,1,,,1,,,1,,,1,14 - 16,14 - 16,1,1 - 2,1 - 2,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 0.018,до &nbsp; 0.018,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Св-10Х5М,до &nbsp; 0.12,до &nbsp; 0.12,1,4 - 5.5,4 - 5.5,1,0.4 - 0.6,0.4 - 0.6,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.12 - 0.35,0.12 - 0.35,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,до &nbsp; 0.02,до &nbsp; 0.02,1,ok,
Св-10ХГ2СМА,0.07 - 0.12,0.07 - 0.12,1,0.8 - 1.1,0.8 - 1.1,1,0.4 - 0.6,0.4 - 0.6,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,1.7 - 2.1,1.7 - 2.1,1,0.6 - 0.9,0.6 - 0.9,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,до &nbsp; 0.018,до &nbsp; 0.018,1,ok,
Св-10ХМ,0.08 - 0.13,0.08 - 0.13,1,0.9 - 1.2,0.9 - 1.2,1,0.5 - 0.7,0.5 - 0.7,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.6,0.35 - 0.6,1,0.12 - 0.3,0.12 - 0.3,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
Св-10ХМФА,0.08 - 0.13,0.08 - 0.13,1,0.9 - 1.2,0.9 - 1.2,1,0.5 - 0.7,0.5 - 0.7,1,0.15 - 0.3,0.15 - 0.3,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.6,0.35 - 0.6,1,0.12 - 0.3,0.12 - 0.3,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Св-10ХМФТ,0.07 - 0.12,0.07 - 0.12,1,1.4 - 1.8,1.4 - 1.8,1,0.4 - 0.6,0.4 - 0.6,1,0.2 - 0.35,0.2 - 0.35,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,до &nbsp; 0.35,до &nbsp; 0.35,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,до &nbsp; 0.015,до &nbsp; 0.015,1,ok,
Св-10ХН2ГМТ,0.07 - 0.12,0.07 - 0.12,1,0.3 - 0.6,0.3 - 0.6,1,0.4 - 0.6,0.4 - 0.6,1,,,1,,,1,,,1,1.8 - 2.2,1.8 - 2.2,1,0.8 - 1.1,0.8 - 1.1,1,0.12 - 0.3,0.12 - 0.3,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,до &nbsp; 0.015,до &nbsp; 0.015,1,ok,
Св-12ГС,до &nbsp; 0.14,до &nbsp; 0.14,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.8 - 1.1,0.8 - 1.1,1,0.6 - 0.9,0.6 - 0.9,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,до &nbsp; 0.01,до &nbsp; 0.01,1,ok,
Св-12Х11НМФ,0.08 - 0.15,0.08 - 0.15,1,10.5 - 12,10.5 - 12,1,0.6 - 0.9,0.6 - 0.9,1,0.25 - 0.5,0.25 - 0.5,1,,,1,,,1,0.6 - 0.9,0.6 - 0.9,1,0.35 - 0.65,0.35 - 0.65,1,0.25 - 0.55,0.25 - 0.55,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
Св-12Х13,0.09 - 0.14,0.09 - 0.14,1,12 - 14,12 - 14,1,,,1,,,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,0.3 - 0.7,0.3 - 0.7,1,0.3 - 0.7,0.3 - 0.7,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
Св-13Х25Н18,до &nbsp; 0.15,до &nbsp; 0.15,1,24 - 26.5,24 - 26.5,1,,,1,,,1,,,1,,,1,17 - 20,17 - 20,1,1 - 2,1 - 2,1,до &nbsp; 0.5,до &nbsp; 0.5,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Св-13Х25Т,до &nbsp; 0.15,до &nbsp; 0.15,1,23 - 27,23 - 27,1,,,1,,,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.8,до &nbsp; 0.8,1,до &nbsp; 1,до &nbsp; 1,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
Св-13Х2МФТ,0.1 - 0.15,0.1 - 0.15,1,1.7 - 2.2,1.7 - 2.2,1,0.4 - 0.6,0.4 - 0.6,1,0.2 - 0.35,0.2 - 0.35,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,до &nbsp; 0.35,до &nbsp; 0.35,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,до &nbsp; 0.018,до &nbsp; 0.018,1,ok,
Св-15ГСТЮЦА,0.12 - 0.18,0.12 - 0.18,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.4,до &nbsp; 0.4,1,0.6 - 1,0.6 - 1,1,0.45 - 0.85,0.45 - 0.85,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Св-18ХГС,0.15 - 0.22,0.15 - 0.22,1,0.8 - 1.1,0.8 - 1.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.8 - 1.1,0.8 - 1.1,1,0.9 - 1.2,0.9 - 1.2,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,до &nbsp; 0.015,до &nbsp; 0.015,1,ok,
Св-18ХМА,0.15 - 0.22,0.15 - 0.22,1,0.8 - 1.1,0.8 - 1.1,1,0.15 - 0.3,0.15 - 0.3,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.12 - 0.35,0.12 - 0.35,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,до &nbsp; 0.012,до &nbsp; 0.012,1,ok,
Св-20ГСТЮА,0.17 - 0.23,0.17 - 0.23,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.4,до &nbsp; 0.4,1,0.6 - 1.2,0.6 - 1.2,1,0.6 - 0.9,0.6 - 0.9,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,,,1,,,1,ok,
Св-20Х13,0.16 - 0.24,0.16 - 0.24,1,12 - 14,12 - 14,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
Св-30Х15Н35В3Б3Т,0.27 - 0.33,0.27 - 0.33,1,14 - 16,14 - 16,1,,,1,,,1,2.5 - 3.5,2.5 - 3.5,1,,,1,34 - 36,34 - 36,1,0.5 - 1,0.5 - 1,1,до &nbsp; 0.6,до &nbsp; 0.6,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.025,до &nbsp; 0.025,1,,,1,2.8 - 3.5,2.8 - 3.5,1,,,1,ok,
Св-30Х25Н16Г7,0.25 - 0.33,0.25 - 0.33,1,24.5 - 27,24.5 - 27,1,,,1,,,1,,,1,,,1,15 - 17,15 - 17,1,6 - 8,6 - 8,1,до &nbsp; 0.3,до &nbsp; 0.3,1,до &nbsp; 0.018,до &nbsp; 0.018,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,,,1,,,1,ok,
05кп,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,до &nbsp; 0.4,до &nbsp; 0.4,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
08,0.05 - 0.12,0.05 - 0.12,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
08кп,0.05 - 0.12,0.05 - 0.12,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.25 - 0.5,0.25 - 0.5,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
08пс,0.05 - 0.11,0.05 - 0.11,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.05 - 0.17,0.05 - 0.17,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
08Фкп,до &nbsp; 0.08,до &nbsp; 0.08,1,до &nbsp; 0.03,до &nbsp; 0.03,1,,,1,0.02 - 0.04,0.02 - 0.04,1,,,1,,,1,до &nbsp; 0.01,до &nbsp; 0.01,1,0.2 - 0.4,0.2 - 0.4,1,до &nbsp; 0.01,до &nbsp; 0.01,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.01,до &nbsp; 0.01,1,,,1,,,1,ok,
08Ю,до &nbsp; 0.07,до &nbsp; 0.07,1,,,1,,,1,,,1,,,1,,,1,,,1,до &nbsp; 0.35,до &nbsp; 0.35,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.02,до &nbsp; 0.02,1,,,1,,,1,,,1,ok,
08ЮА,до &nbsp; 0.1,до &nbsp; 0.1,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.2 - 0.4,0.2 - 0.4,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
10,0.07 - 0.14,0.07 - 0.14,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
10кп,0.07 - 0.14,0.07 - 0.14,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.25 - 0.5,0.25 - 0.5,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
10пс,0.07 - 0.14,0.07 - 0.14,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.05 - 0.17,0.05 - 0.17,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
10ЮА,0.07 - 0.14,0.07 - 0.14,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.2 - 0.4,0.2 - 0.4,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
11кп,0.05 - 0.12,0.05 - 0.12,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.3 - 0.5,0.3 - 0.5,1,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
11ЮА,0.08 - 0.13,0.08 - 0.13,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.3 - 0.5,0.3 - 0.5,1,до &nbsp; 0.13,до &nbsp; 0.13,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
12К,0.08 - 0.16,0.08 - 0.16,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.4 - 0.7,0.4 - 0.7,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15,0.12 - 0.19,0.12 - 0.19,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15К,0.12 - 0.2,0.12 - 0.2,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.15 - 0.3,0.15 - 0.3,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15кп,0.12 - 0.19,0.12 - 0.19,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.25 - 0.5,0.25 - 0.5,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15пс,0.12 - 0.19,0.12 - 0.19,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.05 - 0.17,0.05 - 0.17,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
15ЮА,0.12 - 0.18,0.12 - 0.18,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.25 - 0.45,0.25 - 0.45,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
16К,0.12 - 0.2,0.12 - 0.2,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.45 - 0.75,0.45 - 0.75,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
18К,0.14 - 0.22,0.14 - 0.22,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.55 - 0.85,0.55 - 0.85,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
18кп,0.12 - 0.2,0.12 - 0.2,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.3 - 0.5,0.3 - 0.5,1,до &nbsp; 0.06,до &nbsp; 0.06,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
18ЮА,0.16 - 0.22,0.16 - 0.22,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.2 - 0.4,0.2 - 0.4,1,до &nbsp; 0.13,до &nbsp; 0.13,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
20,0.17 - 0.24,0.17 - 0.24,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
20-ПВ,0.18 - 0.24,0.18 - 0.24,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.35 - 0.65,0.35 - 0.65,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.015,до &nbsp; 0.015,1,до &nbsp; 0.15,до &nbsp; 0.15,1,,,1,,,1,ok,
20А,0.17 - 0.24,0.17 - 0.24,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.35 - 0.65,0.35 - 0.65,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.035,до &nbsp; 0.035,1,,,1,,,1,,,1,ok,
20К,0.16 - 0.24,0.16 - 0.24,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.15 - 0.3,0.15 - 0.3,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
20кп,0.17 - 0.24,0.17 - 0.24,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.25 - 0.5,0.25 - 0.5,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
20пс,0.17 - 0.24,0.17 - 0.24,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.35 - 0.65,0.35 - 0.65,1,0.05 - 0.17,0.05 - 0.17,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
20ЮА,0.16 - 0.22,0.16 - 0.22,1,до &nbsp; 0.1,до &nbsp; 0.1,1,,,1,,,1,,,1,,,1,до &nbsp; 0.15,до &nbsp; 0.15,1,0.25 - 0.45,0.25 - 0.45,1,до &nbsp; 0.07,до &nbsp; 0.07,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.02,до &nbsp; 0.02,1,до &nbsp; 0.2,до &nbsp; 0.2,1,,,1,,,1,ok,
22К,0.19 - 0.26,0.19 - 0.26,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.7 - 1,0.7 - 1,1,0.17 - 0.4,0.17 - 0.4,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
25,0.22 - 0.3,0.22 - 0.3,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
25пс,0.22 - 0.27,0.22 - 0.27,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.25,до &nbsp; 0.25,1,0.25 - 0.5,0.25 - 0.5,1,до &nbsp; 0.03,до &nbsp; 0.03,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
30,0.27 - 0.35,0.27 - 0.35,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
35,0.32 - 0.4,0.32 - 0.4,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
40,0.37 - 0.45,0.37 - 0.45,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
45,0.42 - 0.5,0.42 - 0.5,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
45Т,0.43 - 0.51,0.43 - 0.51,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,ok,
50,0.47 - 0.55,0.47 - 0.55,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.04,до &nbsp; 0.04,1,до &nbsp; 0.035,до &nbsp; 0.035,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
50А,0.47 - 0.55,0.47 - 0.55,1,до &nbsp; 0.25,до &nbsp; 0.25,1,,,1,,,1,,,1,,,1,до &nbsp; 0.3,до &nbsp; 0.3,1,0.5 - 0.8,0.5 - 0.8,1,0.17 - 0.37,0.17 - 0.37,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.025,до &nbsp; 0.025,1,до &nbsp; 0.3,до &nbsp; 0.3,1,,,1,,,1,ok,
